FID,PolygonID,HabType,CumEggs,PolygonAreaLL,PolygonAream2,EggDensityperHA,lnEggDensity,log10EggDensity
268,269,Soybeans,14,1918403.261,1918403.261,0.072977357,-2.617606062,-1.136811868
269,270,Soybeans,4,185355.6048,185355.6048,0.215801405,-1.533396714,-0.665945731
270,271,Corn,6,159072.3954,159072.3954,0.377186751,-0.975014853,-0.423443571
271,272,Corn,32,2590631.712,2590631.712,0.123521996,-2.091336033,-0.908255699
272,273,Corn,6,265913.3353,265913.3353,0.225637424,-1.488825886,-0.646588867
273,274,Corn,4,566219.0325,566219.0325,0.07064404,-2.650101532,-1.150924472
274,275,Grass/Pasture,142,11690.56977,11690.56977,121.4654228,4.799629636,2.084452666
275,276,Soybeans,6,799645.975,799645.975,0.075033205,-2.589824536,-1.124746505
276,277,Grass/Pasture,400,124064.18,124064.18,32.241377,3.473250628,1.508413582
277,278,Blank_/Developed/Med Intensity/Developed/High Intensity,0,10791.99964,10791.99964,0,#NAME?,#NAME?
278,279,Grass/Pasture,46,10791.97399,10791.97399,42.62426878,3.752423781,1.629656942
279,280,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,18,532526.066,532526.066,0.338011623,-1.084674996,-0.471068365
280,281,Barren/Clouds/No Data/Developed/Water/Nonag/Undefined/Aquaculture/Open Water/Perennial Ice/Snow,0,16187.92167,16187.92167,0,#NAME?,#NAME?
281,282,Soybeans,8,290817.8388,290817.8388,0.275086289,-1.290670453,-0.560531056
282,283,Corn,10,1820950.56,1820950.56,0.054916373,-2.901943743,-1.260298155
283,284,Blank_/Developed/Med Intensity/Developed/High Intensity,0,8993.375861,8993.375861,0,#NAME?,#NAME?
284,285,Developed/Open Space/Developed/Low Intensity,6,21047.4751,21047.4751,2.850698229,1.047563957,0.454951246
285,286,Grass/Pasture,650,140434.8826,140434.8826,46.28479677,3.834813544,1.665438361
286,287,Grass/Pasture,38,17986.62682,17986.62682,21.12680737,3.050542725,1.324833872
287,288,Developed/Open Space/Developed/Low Intensity,12,140336.0415,140336.0415,0.855090387,-0.1565481,-0.067987976
288,289,Developed/Open Space/Developed/Low Intensity,2,13501.02449,13501.02449,1.481369063,0.392966703,0.170663271
289,290,Developed/Open Space/Developed/Low Intensity,12,40742.42239,40742.42239,2.945332971,1.080221874,0.469134399
290,291,Developed/Open Space/Developed/Low Intensity,4,14359.15458,14359.15458,2.785679322,1.024491765,0.444931121
291,292,Developed/Open Space/Developed/Low Intensity,0,19884.1554,19884.1554,0,#NAME?,#NAME?
292,293,Developed/Open Space/Developed/Low Intensity,8,11119.71416,11119.71416,7.194429537,1.973307051,0.856996363
293,294,Grass/Pasture,84,28778.75131,28778.75131,29.18820177,3.373764579,1.46520734
294,295,Corn,2,355227.8292,355227.8292,0.056301895,-2.877027082,-1.249476986
295,296,Grass/Pasture,36,13489.50491,13489.50491,26.68741384,3.284192062,1.42630649
296,297,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,0,10439.41842,10439.41842,0,#NAME?,#NAME?
297,298,Grass/Pasture,862,98927.38736,98927.38736,87.13461691,4.467454244,1.940190726
298,299,Corn,4,366652.7208,366652.7208,0.109095058,-2.215535681,-0.962194921
299,300,Grass/Pasture,40,9892.717762,9892.717762,40.43378267,3.69966564,1.606744372
300,301,Grass/Pasture,584,93528.37721,93528.37721,62.44094225,4.134221186,1.795469448
301,302,Soybeans,26,1413776.228,1413776.228,0.183904634,-1.693337948,-0.735407327
302,303,Soybeans,16,894766.5781,894766.5781,0.178817587,-1.721389062,-0.747589771
303,304,Blank_/Developed/Med Intensity/Developed/High Intensity,0,14389.37274,14389.37274,0,#NAME?,#NAME?
304,305,Soybeans,2,286118.9265,286118.9265,0.069901003,-2.660675278,-1.155516591
305,306,Soybeans,32,1063570.005,1063570.005,0.300873472,-1.201065462,-0.521616102
306,307,Developed/Open Space/Developed/Low Intensity,8,22378.03803,22378.03803,3.574933598,1.273946602,0.553267979
307,308,Soybeans,14,524779.0828,524779.0828,0.266778926,-1.321334957,-0.57384848
308,309,Soybeans,0,348864.0697,348864.0697,0,#NAME?,#NAME?
309,310,Corn,0,153101.8227,153101.8227,0,#NAME?,#NAME?
310,311,Corn,6,45110.73239,45110.73239,1.330060427,0.285224375,0.123871372
311,312,Blank_/Developed/Med Intensity/Developed/High Intensity,0,13086.83313,13086.83313,0,#NAME?,#NAME?
312,313,Blank_/Developed/Med Intensity/Developed/High Intensity,0,42418.11891,42418.11891,0,#NAME?,#NAME?
313,314,Corn,4,273155.206,273155.206,0.146436894,-1.9211607,-0.834349491
314,315,Soybeans,2,305081.7753,305081.7753,0.065556194,-2.724847583,-1.183386269
315,316,Corn,6,412945.0576,412945.0576,0.14529778,-1.928969989,-0.837741022
316,317,Blank_/Developed/Med Intensity/Developed/High Intensity,0,40469.97127,40469.97127,0,#NAME?,#NAME?
317,318,Soybeans,0,38002.86871,38002.86871,0,#NAME?,#NAME?
318,319,Soybeans,4,281722.6386,281722.6386,0.14198362,-1.952043582,-0.847761756
319,320,Developed/Open Space/Developed/Low Intensity,16,16866.05688,16866.05688,9.486508977,2.249870682,0.977106422
320,321,Grass/Pasture,54,26979.92923,26979.92923,20.0148783,2.996475912,1.301352954
321,322,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,0,26979.92833,26979.92833,0,#NAME?,#NAME?
322,323,Developed/Open Space/Developed/Low Intensity,2,21782.18051,21782.18051,0.918181722,-0.085359954,-0.037071357
323,324,Grass/Pasture,340,110506.0551,110506.0551,30.76754479,3.426460394,1.488092842
324,325,Grass/Pasture,158,17360.90445,17360.90445,91.00908334,4.510959318,1.95908474
325,326,Grass/Pasture,868,99865.11617,99865.11617,86.9172373,4.46495637,1.939105914
326,327,Blank_/Developed/Med Intensity/Developed/High Intensity,0,60884.96202,60884.96202,0,#NAME?,#NAME?
327,328,Blank_/Developed/Med Intensity/Developed/High Intensity,0,11142.816,11142.816,0,#NAME?,#NAME?
328,329,Blank_/Developed/Med Intensity/Developed/High Intensity,0,36159.14055,36159.14055,0,#NAME?,#NAME?
329,330,Blank_/Developed/Med Intensity/Developed/High Intensity,0,11307.9471,11307.9471,0,#NAME?,#NAME?
330,331,Corn,0,13489.76343,13489.76343,0,#NAME?,#NAME?
331,332,Soybeans,6,891568.6814,891568.6814,0.067297115,-2.698637912,-1.172003554
332,333,Soybeans,2,446395.297,446395.297,0.044803339,-3.105472602,-1.348689615
333,334,Grass/Pasture,16,8705.142573,8705.142573,18.37994021,2.911259864,1.264344094
334,335,Soybeans,0,627967.4749,627967.4749,0,#NAME?,#NAME?
335,336,Corn,0,1510486.724,1510486.724,0,#NAME?,#NAME?
336,337,Soybeans,0,553345.7911,553345.7911,0,#NAME?,#NAME?
337,338,Grass/Pasture,564,107158.9958,107158.9958,52.63207216,3.963325671,1.721250469
338,339,Grass/Pasture,48,23382.6184,23382.6184,20.52806883,3.021793161,1.312348095
339,340,Blank_/Developed/Med Intensity/Developed/High Intensity,0,17087.27758,17087.27758,0,#NAME?,#NAME?
340,341,Soybeans,0,40469.65654,40469.65654,0,#NAME?,#NAME?
341,342,Grass/Pasture,64,10791.45719,10791.45719,59.3061705,4.082713356,1.773099882
342,343,Blank_/Developed/Med Intensity/Developed/High Intensity,0,25501.18638,25501.18638,0,#NAME?,#NAME?
343,344,Soybeans,2,512497.9467,512497.9467,0.039024547,-3.243564431,-1.408662134
344,345,Soybeans,4,865653.5981,865653.5981,0.04620786,-3.074605372,-1.335284147
345,346,Corn,10,135834.9348,135834.9348,0.736187639,-0.306270248,-0.133011479
346,347,Developed/Open Space/Developed/Low Intensity,10,87908.13045,87908.13045,1.137551208,0.128877889,0.055970956
347,348,Blank_/Developed/Med Intensity/Developed/High Intensity,0,150119.9506,150119.9506,0,#NAME?,#NAME?
348,349,Blank_/Developed/Med Intensity/Developed/High Intensity,0,38004.14759,38004.14759,0,#NAME?,#NAME?
349,350,Blank_/Developed/Med Intensity/Developed/High Intensity,0,23589.69576,23589.69576,0,#NAME?,#NAME?
350,351,Corn,6,334146.1303,334146.1303,0.179562157,-1.717233851,-0.745785186
351,352,Developed/Open Space/Developed/Low Intensity,12,21494.23122,21494.23122,5.582893325,1.719707159,0.74685933
352,353,Corn,2,51737.57022,51737.57022,0.386566279,-0.950451941,-0.412776033
353,354,Corn,8,1224673.855,1224673.855,0.065323514,-2.728403212,-1.184930459
354,355,Grass/Pasture,66,13490.1139,13490.1139,48.92471664,3.890282722,1.689528319
355,356,Developed/Open Space/Developed/Low Intensity,0,17633.04536,17633.04536,0,#NAME?,#NAME?
356,357,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,8,17087.13856,17087.13856,4.681883963,1.543700585,0.670420646
357,358,Corn,22,196858.9792,196858.9792,1.117551259,0.111139916,0.048267452
358,359,Corn,4,738566.9192,738566.9192,0.054158938,-2.915832259,-1.26632986
359,360,Corn,2,225808.0484,225808.0484,0.088570802,-2.423953021,-1.052709422
360,361,Grass/Pasture,208,14506.84135,14506.84135,143.3806264,4.965502817,2.156490473
361,362,Grass/Pasture,40,12590.61088,12590.61088,31.76970552,3.458513179,1.502013189
362,363,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,2,20684.55259,20684.55259,0.966905129,-0.033654896,-0.014616136
363,364,Corn,0,9892.5013,9892.5013,0,#NAME?,#NAME?
364,365,Grass/Pasture,82,13489.67979,13489.67979,60.78721013,4.107379407,1.783812212
365,366,Soybeans,2,26599.88481,26599.88481,0.751882955,-0.285174612,-0.12384976
366,367,Grass/Pasture,100,16807.12202,16807.12202,59.4985863,4.085952553,1.774506647
367,368,Grass/Pasture,272,37770.05621,37770.05621,72.01471941,4.276870534,1.857421273
368,369,Soybeans,0,9892.727486,9892.727486,0,#NAME?,#NAME?
369,370,Grass/Pasture,16,9892.735461,9892.735461,16.17348413,2.783373119,1.208803587
370,371,Grass/Pasture,32,31476.84939,31476.84939,10.16620171,2.31906866,1.007158722
371,372,Grass/Pasture,28,12590.64039,12590.64039,22.23874174,3.101835891,1.347110211
372,373,Corn,2,196164.4475,196164.4475,0.101955274,-2.283221052,-0.991590304
373,374,Corn,22,406778.7714,406778.7714,0.540834516,-0.614641932,-0.266935599
374,375,Developed/Open Space/Developed/Low Intensity,2,13885.9153,13885.9153,1.440308368,0.364857235,0.158455484
375,376,Developed/Open Space/Developed/Low Intensity,8,8346.980208,8346.980208,9.584304504,2.260126813,0.981560603
376,377,Developed/Open Space/Developed/Low Intensity,0,15475.61268,15475.61268,0,#NAME?,#NAME?
377,378,Developed/Open Space/Developed/Low Intensity,2,14203.19533,14203.19533,1.408133841,0.342265311,0.148643936
378,379,Developed/Open Space/Developed/Low Intensity,0,15601.68713,15601.68713,0,#NAME?,#NAME?
379,380,Developed/Open Space/Developed/Low Intensity,0,26006.83369,26006.83369,0,#NAME?,#NAME?
380,381,Soybeans,0,36872.7368,36872.7368,0,#NAME?,#NAME?
381,382,Grass/Pasture,88,17087.05174,17087.05174,51.50098527,3.941600939,1.711815538
382,383,Developed/Open Space/Developed/Low Intensity,4,8659.603458,8659.603458,4.619149156,1.530210523,0.664561986
383,384,Developed/Open Space/Developed/Low Intensity,8,12526.71075,12526.71075,6.386353257,1.85416341,0.805252938
384,385,Developed/Open Space/Developed/Low Intensity,4,14097.27146,14097.27146,2.837428513,1.042898189,0.452924929
385,386,Soybeans,16,1399734.919,1399734.919,0.114307358,-2.168864339,-0.941925814
386,387,Soybeans,10,968208.9868,968208.9868,0.103283487,-2.270277773,-0.985969109
387,388,Developed/Open Space/Developed/Low Intensity,0,11016.11547,11016.11547,0,#NAME?,#NAME?
388,389,Grass/Pasture,126,17086.53645,17086.53645,73.74227092,4.300576189,1.867716508
389,390,Corn,0,21584.05462,21584.05462,0,#NAME?,#NAME?
390,391,Blank_/Developed/Med Intensity/Developed/High Intensity,0,12590.62458,12590.62458,0,#NAME?,#NAME?
391,392,Soybeans,10,274639.3837,274639.3837,0.364113838,-1.010288719,-0.438762816
392,393,Developed/Open Space/Developed/Low Intensity,8,17239.06364,17239.06364,4.640623277,1.534848684,0.666576314
393,394,Developed/Open Space/Developed/Low Intensity,14,17058.89106,17058.89106,8.206864063,2.104970885,0.91417724
394,395,Soybeans,0,41368.96909,41368.96909,0,#NAME?,#NAME?
395,396,Blank_/Developed/Med Intensity/Developed/High Intensity,0,17986.70675,17986.70675,0,#NAME?,#NAME?
396,397,Grass/Pasture,60,21610.22199,21610.22199,27.76463843,3.323763212,1.443492022
397,398,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,0,9892.550834,9892.550834,0,#NAME?,#NAME?
398,399,Soybeans,18,504746.4381,504746.4381,0.356614701,-1.03109935,-0.447800758
399,400,Corn,0,385904.3178,385904.3178,0,#NAME?,#NAME?
400,401,Soybeans,0,8993.131956,8993.131956,0,#NAME?,#NAME?
401,402,Grass/Pasture,62,19784.47877,19784.47877,31.33769695,3.444821748,1.496067076
402,403,Grass/Pasture,50,12590.82607,12590.82607,39.71145318,3.681639639,1.59891578
403,404,Developed/Open Space/Developed/Low Intensity,10,11691.3691,11691.3691,8.553318191,2.1463193,0.932134628
404,405,Corn,20,410093.3438,410093.3438,0.487693846,-0.718067435,-0.311852725
405,406,Grass/Pasture,798,104209.7752,104209.7752,76.57630951,4.338287754,1.884094432
406,407,Corn,12,311293.6338,311293.6338,0.385488128,-0.953244884,-0.413988993
407,408,Corn,10,1482683.372,1482683.372,0.067445283,-2.696438628,-1.171048417
408,409,Developed/Open Space/Developed/Low Intensity,0,9741.107688,9741.107688,0,#NAME?,#NAME?
409,410,Grass/Pasture,562,129502.4926,129502.4926,43.3968481,3.770386814,1.637458188
410,411,Corn,0,102524.714,102524.714,0,#NAME?,#NAME?
411,412,Blank_/Developed/Med Intensity/Developed/High Intensity,0,60777.16932,60777.16932,0,#NAME?,#NAME?
412,413,Blank_/Developed/Med Intensity/Developed/High Intensity,0,35358.42984,35358.42984,0,#NAME?,#NAME?
413,414,Blank_/Developed/Med Intensity/Developed/High Intensity,0,53910.45957,53910.45957,0,#NAME?,#NAME?
414,415,Corn,2,26295.96091,26295.96091,0.760573081,-0.273683076,-0.11885905
415,416,Grass/Pasture,48,9063.851692,9063.851692,52.95761849,3.969491943,1.723928447
416,417,Corn,0,12571.51695,12571.51695,0,#NAME?,#NAME?
417,418,Soybeans,2,9892.202854,9892.202854,2.021794366,0.703985417,0.305736982
418,419,Grass/Pasture,16,17087.2932,17087.2932,9.363683184,2.236838716,0.971446711
419,420,Soybeans,2,64094.80999,64094.80999,0.312037745,-1.16463112,-0.505792869
420,421,Grass/Pasture,66,8460.052599,8460.052599,78.01369936,4.356884444,1.892170872
421,422,Grass/Pasture,134,31476.54569,31476.54569,42.57138039,3.751182206,1.629117733
422,423,Soybeans,2,41368.65482,41368.65482,0.483457828,-0.726791191,-0.315641404
423,424,Barren/Clouds/No Data/Developed/Water/Nonag/Undefined/Aquaculture/Open Water/Perennial Ice/Snow,0,19784.96473,19784.96473,0,#NAME?,#NAME?
424,425,Soybeans,4,725152.4833,725152.4833,0.055160812,-2.8975025,-1.258369347
425,426,Grass/Pasture,240,32344.89787,32344.89787,74.20026521,4.306767724,1.870405458
426,427,Developed/Open Space/Developed/Low Intensity,6,17590.86028,17590.86028,3.410862178,1.226965097,0.532864171
427,428,Developed/Open Space/Developed/Low Intensity,8,12469.81047,12469.81047,6.415494461,1.858716074,0.807230134
428,429,Developed/Open Space/Developed/Low Intensity,8,40111.67846,40111.67846,1.994431624,0.690359109,0.299819152
429,430,Developed/Open Space/Developed/Low Intensity,0,13802.3151,13802.3151,0,#NAME?,#NAME?
430,431,Corn,14,407356.1699,407356.1699,0.343679586,-1.06804549,-0.463846263
431,432,Developed/Open Space/Developed/Low Intensity,10,20685.03126,20685.03126,4.834413772,1.575759875,0.684343818
432,433,Soybeans,4,135202.4817,135202.4817,0.295852558,-1.217894065,-0.528924672
433,434,Soybeans,16,1049750.091,1049750.091,0.152417229,-1.881133591,-0.816965938
434,435,Grass/Pasture,38,9892.640104,9892.640104,38.41239507,3.648380196,1.584471387
435,436,Corn,16,77408.55035,77408.55035,2.066955127,0.726076571,0.315331048
436,437,Grass/Pasture,624,157417.2792,157417.2792,39.63986693,3.679835352,1.598132188
437,438,Corn,4,307939.2834,307939.2834,0.129895736,-2.041023178,-0.886405103
438,439,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,6,18239.88443,18239.88443,3.289494527,1.190733914,0.517129168
439,440,Grass/Pasture,234,36872.05746,36872.05746,63.4626913,4.150452195,1.802518486
440,441,Soybeans,0,76441.8059,76441.8059,0,#NAME?,#NAME?
441,442,Corn,0,9264.19344,9264.19344,0,#NAME?,#NAME?
442,443,Soybeans,0,14388.66509,14388.66509,0,#NAME?,#NAME?
443,444,Soybeans,8,892802.3497,892802.3496,0.089605499,-2.412338589,-1.047665338
444,445,Soybeans,4,75382.74372,75382.74372,0.530625419,-0.633698932,-0.275211949
445,446,Soybeans,2,290497.2671,290497.2671,0.068847464,-2.675861895,-1.162112055
446,447,Grass/Pasture,166,13047.14459,13047.14459,127.2309039,4.846003577,2.104592613
447,448,Corn,4,867186.4963,867186.4963,0.04612618,-3.076374605,-1.336052515
448,449,Soybeans,14,1196733.985,1196733.985,0.116985062,-2.145709023,-0.931869589
449,450,Soybeans,20,1814091.556,1814091.556,0.110248019,-2.205022735,-0.957629206
450,451,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,2,62441.54929,62441.54929,0.320299548,-1.138498634,-0.494443675
451,452,Grass/Pasture,74,11690.7927,11690.7927,63.29767527,4.147848603,1.80138776
452,453,Corn,0,455911.2753,455911.2753,0,#NAME?,#NAME?
453,454,Grass/Pasture,44,11924.24443,11924.24443,36.8996126,3.608201052,1.567021807
454,455,Soybeans,2,777022.9421,777022.9421,0.025739266,-3.659737603,-1.589403846
455,456,Corn,12,1297750.095,1297750.095,0.092467726,-2.380895605,-1.034009823
456,457,Grass/Pasture,212,41592.31963,41592.31963,50.97094894,3.931255842,1.707322719
457,458,Grass/Pasture,186,30575.9783,30575.9783,60.83206829,4.108117089,1.784132583
458,459,Soybeans,0,9892.565543,9892.565543,0,#NAME?,#NAME?
459,460,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,0,24281.60188,24281.60188,0,#NAME?,#NAME?
460,461,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,2,18211.12674,18211.12674,1.098229686,0.093699507,0.040693179
461,462,Soybeans,10,777955.7725,777955.7725,0.128542012,-2.051499489,-0.890954908
462,463,Soybeans,10,981284.4785,981284.4785,0.101907247,-2.28369222,-0.991794929
463,464,Soybeans,0,103420.1194,103420.1194,0,#NAME?,#NAME?
464,465,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,10,127346.787,127346.787,0.785257346,-0.241743785,-0.104987992
465,466,Soybeans,2,578647.6904,578647.6904,0.034563345,-3.364961539,-1.461384228
466,467,Grass/Pasture,106,23381.96134,23381.96134,45.33409258,3.814059345,1.656424927
467,468,Grass/Pasture,150,15288.07213,15288.07213,98.11570663,4.586147462,1.991738536
468,469,Corn,0,20661.16112,20661.16112,0,#NAME?,#NAME?
469,470,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,2,13759.80498,13759.80498,1.453508973,0.373980614,0.162417717
470,471,Blank_/Developed/Med Intensity/Developed/High Intensity,0,19700.73782,19700.73782,0,#NAME?,#NAME?
471,472,Blank_/Developed/Med Intensity/Developed/High Intensity,0,9892.610089,9892.610089,0,#NAME?,#NAME?
472,473,Soybeans,4,211316.6851,211316.6851,0.18928936,-1.664478431,-0.722873798
473,474,Corn,2,147873.1882,147873.1882,0.135251023,-2.000622796,-0.868859441
474,475,Blank_/Developed/Med Intensity/Developed/High Intensity,0,23382.71365,23382.71365,0,#NAME?,#NAME?
475,476,Grass/Pasture,178,39569.10279,39569.10279,44.98459339,3.806320062,1.653063799
476,477,Grass/Pasture,66,10792.14125,10792.14125,61.15561173,4.113421628,1.786436315
477,478,Developed/Open Space/Developed/Low Intensity,0,9782.968559,9782.968559,0,#NAME?,#NAME?
478,479,Developed/Open Space/Developed/Low Intensity,6,16005.63902,16005.63902,3.74867882,1.321403463,0.573878232
479,480,Corn,0,72845.8897,72845.8897,0,#NAME?,#NAME?
480,481,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,0,8993.056277,8993.056277,0,#NAME?,#NAME?
481,482,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,0,11690.96605,11690.96605,0,#NAME?,#NAME?
482,483,Grass/Pasture,50,15288.18242,15288.18242,32.7049996,3.487527959,1.514614148
